id_jurisdiccion,jurisdiccion,id_finalidad,finalidad,id_funcion,funcion,monto,porcentaje
55,Ministerio De Educacion,4,Ss Económicos,5,Turismo,0,"0,000"
60,Ministerio De Hacienda,4,Ss Económicos,5,Turismo,0,"0,000"
65,Ministerio De Desarrollo Economico,4,Ss Económicos,5,Turismo,0,"0,000"
68,Ministerio De Modernización,4,Ss Económicos,5,Turismo,0,"0,000"
90,Secretaria De Gestion Comunal Y Atenc.Ciudadana,4,Ss Económicos,5,Turismo,0,"0,000"
98,Servicio De La Deuda Publica,4,Ss Económicos,5,Turismo,0,"0,000"
99,Obligaciones A Cargo Del Tesoro,4,Ss Económicos,5,Turismo,844.849,"0,664"
1,Legislatura De La Ciudad De Buenos Aires,3,Ss Sociales,7,Vivienda,0,"0,000"
2,Auditoria General De La Ciudad De Buenos Aires,3,Ss Sociales,7,Vivienda,0,"0,000"
3,Defensoria Del Pueblo,3,Ss Sociales,7,Vivienda,0,"0,000"
5,Ministerio Publico,3,Ss Sociales,7,Vivienda,0,"0,000"
6,Tribunal Superior De Justicia,3,Ss Sociales,7,Vivienda,0,"0,000"
7,Consejo De La Magistratura,3,Ss Sociales,7,Vivienda,0,"0,000"
8,Sindicatura General De La Ciudad De Buenos Aires,3,Ss Sociales,7,Vivienda,0,"0,000"
9,Procuracion General De La Ciudad,3,Ss Sociales,7,Vivienda,0,"0,000"
20,Jefatura De Gobierno,3,Ss Sociales,7,Vivienda,15.764.282,"1,028"
21,Jefatura De Gabinete De Ministros,3,Ss Sociales,7,Vivienda,0,"0,000"
26,Ministerio De Justicia Y Seguridad,3,Ss Sociales,7,Vivienda,0,"0,000"
28,Ministerio De Gobierno,3,Ss Sociales,7,Vivienda,0,"0,000"
30,Ministerio De Desarrollo Urbano,3,Ss Sociales,7,Vivienda,149.300.000,"9,736"
35,Ministerio De Ambiente Y Espacio Publico,3,Ss Sociales,7,Vivienda,0,"0,000"
40,Ministerio De Salud,3,Ss Sociales,7,Vivienda,0,"0,000"
45,Ministerio De Desarrollo Social,3,Ss Sociales,7,Vivienda,0,"0,000"
50,Ministerio De Cultura,3,Ss Sociales,7,Vivienda,0,"0,000"
55,Ministerio De Educacion,3,Ss Sociales,7,Vivienda,0,"0,000"
60,Ministerio De Hacienda,3,Ss Sociales,7,Vivienda,0,"0,000"
65,Ministerio De Desarrollo Economico,3,Ss Sociales,7,Vivienda,1.209.548.242,"78,876"
68,Ministerio De Modernización,3,Ss Sociales,7,Vivienda,0,"0,000"
90,Secretaria De Gestion Comunal Y Atenc.Ciudadana,3,Ss Sociales,7,Vivienda,0,"0,000"
98,Servicio De La Deuda Publica,3,Ss Sociales,7,Vivienda,0,"0,000"
99,Obligaciones A Cargo Del Tesoro,3,Ss Sociales,7,Vivienda,158.867.350,"10,360"
